Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-January-2019,809.00,812.60,798.35,807.40,805.463803936062089993,43292,822,34870139.00,12860,29.71,14.25,-1.60
17-January-2019,822.75,828.80,808.40,810.80,816.885711451528334774,70567,1913,57645174.00,12872,18.24,20.40,-11.95
16-January-2019,815.60,827.55,812.65,817.40,819.482739874966023375,25753,633,21104139.00,2928,11.37,14.90,1.80
15-January-2019,819.75,825.55,811.20,815.60,819.121212121212121212,25179,544,20624653.00,4247,16.87,14.35,-4.15
14-January-2019,812.05,820.50,805.15,814.00,813.493830526961619742,14669,322,11933141.00,2296,15.65,15.35,1.95
11-January-2019,810.30,819.00,808.15,816.40,813.779065555957986236,22088,496,17974752.00,3480,15.76,10.85,6.10
10-January-2019,795.55,817.00,792.85,808.75,808.139329330004723028,44463,990,35932299.00,6863,15.44,24.15,13.20
9-January-2019,817.25,820.00,796.45,806.55,806.207879232781824684,53127,1129,42831406.00,9514,17.91,23.55,-10.70
8-January-2019,812.10,823.00,808.45,813.85,814.769156832381054093,18727,463,15258182.00,2718,14.51,14.55,1.75
7-January-2019,824.40,828.25,783.00,812.15,819.342227507525363261,26909,634,22047680.00,5572,20.71,45.25,-12.25
4-January-2019,819.60,825.00,802.25,821.75,815.158872200737476391,22238,571,18127503.00,2279,10.25,22.75,2.15
3-January-2019,816.00,829.00,805.80,813.60,814.909480064991876015,32004,821,26080363.00,5337,16.68,23.20,-2.40
2-January-2019,840.00,842.85,812.05,819.30,826.138857815719752722,33970,810,28063937.00,5625,16.56,30.80,-20.70
1-January-2019,843.05,846.70,838.90,842.85,842.832073149287849481,17061,421,14379558.00,4678,27.42,7.80,-0.20
31-December-2018,840.00,847.90,836.55,842.60,843.324122514981451536,42052,932,35463466.00,6702,15.94,11.35,2.60
28-December-2018,836.05,839.80,831.75,835.30,835.775788497217068645,21560,599,18019326.00,3498,16.22,8.05,-0.75
27-December-2018,841.20,851.75,824.00,826.90,838.172834545762138386,47288,1336,39635517.00,6305,13.33,27.75,-14.30
26-December-2018,825.20,838.80,813.55,832.30,824.646801872074882995,32050,889,26429930.00,4510,14.07,25.25,7.10
24-December-2018,858.10,863.00,829.00,833.70,839.798585440386416284,40578,1282,34077347.00,8383,20.66,34.00,-24.40
21-December-2018,860.60,884.85,853.55,859.80,870.142587765514946481,126217,3373,109826787.00,22847,18.10,31.30,-0.80
20-December-2018,846.30,870.80,846.30,858.45,861.715690565066289097,38845,1107,33473346.00,4946,12.73,24.50,12.15
19-December-2018,854.80,862.50,849.05,852.70,856.471362044936945511,29419,801,25196531.00,6266,21.30,13.45,-2.10
18-December-2018,856.30,864.00,847.10,851.35,853.816503853517254921,20371,549,17393096.00,3205,15.73,16.90,-4.95
17-December-2018,855.00,869.00,851.10,856.30,859.005284477139398454,42956,1057,36899431.00,8656,20.15,17.90,1.30
14-December-2018,864.00,864.00,846.00,849.55,850.717310276629731991,39439,1286,33551440.00,8465,21.46,18.00,-14.45
13-December-2018,845.00,879.85,833.45,864.40,864.697545670765649511,197610,5233,170872882.00,32308,16.35,46.40,19.40
12-December-2018,790.35,815.35,790.35,812.70,808.221732929666975254,39967,859,32302198.00,8552,21.40,25.00,22.35
11-December-2018,755.00,793.00,755.00,788.95,780.413266369752676963,52765,1239,41178506.00,6286,11.91,38.00,33.95
10-December-2018,776.65,783.20,761.10,763.30,767.852764163640519058,39379,921,30237274.00,7782,19.76,22.10,-13.35
7-December-2018,768.50,794.90,768.50,790.45,782.902637145677619517,35455,977,27757813.00,5787,16.32,26.40,21.95
6-December-2018,796.00,796.00,769.15,773.35,777.734228984340234366,47191,1128,36702056.00,10185,21.58,26.85,-22.65
5-December-2018,807.50,817.20,793.75,799.85,801.672011629207201162,44715,890,35846764.00,8733,19.53,23.45,-7.65
4-December-2018,806.60,822.00,803.80,812.05,813.046707985269020030,55665,1165,45258245.00,10822,19.44,18.20,5.45
3-December-2018,815.00,817.50,795.00,804.55,804.287648662412749767,33381,802,26847926.00,4053,12.14,22.50,-10.45
30-November-2018,822.00,828.10,806.10,811.05,816.854013705335291238,24516,638,20025993.00,5596,22.83,22.00,-10.95
29-November-2018,816.00,828.00,811.75,823.95,821.955030380104564080,56616,1311,46535806.00,14332,25.31,16.25,7.95
28-November-2018,816.00,825.55,812.00,815.40,819.073957866427610936,44620,1014,36547080.00,8048,18.04,13.55,-0.60
27-November-2018,806.00,820.00,802.10,814.75,812.991552943905362044,51734,1141,42059305.00,6571,12.70,17.90,8.75
26-November-2018,813.00,821.70,798.45,806.45,808.356259659969088098,27174,813,21966273.00,5411,19.91,23.25,-6.55
22-November-2018,809.80,816.00,800.50,813.20,808.842099590428971761,55668,1334,45026622.00,16524,29.68,15.50,3.40
21-November-2018,798.90,808.80,791.00,802.05,802.017252350137466533,83293,2065,66802423.00,20948,25.15,17.80,3.15
20-November-2018,784.80,792.00,773.10,788.50,785.357077795718958307,48306,1208,37937459.00,14024,29.03,18.90,3.70
19-November-2018,785.00,804.50,778.25,783.10,794.471094178800891098,154865,3978,123035766.00,25039,16.17,26.25,-1.90
16-November-2018,769.40,793.90,766.00,776.40,783.724457932776647252,114008,3186,89350858.00,17055,14.96,27.90,7.00
15-November-2018,760.05,770.55,757.95,766.40,764.627787215969420259,18836,772,14402529.00,5213,27.68,12.60,6.35
14-November-2018,778.95,778.95,725.75,764.95,755.000285285923264156,164747,4945,124384032.00,6893,4.18,53.20,-14.00
13-November-2018,762.75,773.55,752.70,771.00,763.133692248294796448,46622,1109,35578819.00,7653,16.41,20.85,8.25
12-November-2018,773.00,786.55,755.00,765.40,774.389251921166814783,95645,2213,74066460.00,25109,26.25,31.55,-7.60
9-November-2018,756.00,775.00,742.25,766.45,767.780500501989365262,26893,799,20647921.00,6498,24.16,32.75,10.45
7-November-2018,756.05,759.90,750.25,756.00,755.801172707889125799,3752,128,2835766.00,1267,33.77,9.65,-0.05
6-November-2018,767.70,767.70,737.25,749.75,753.666179611104866809,35588,941,26821472.00,2643,7.43,30.45,-17.95
5-November-2018,757.10,771.00,748.50,757.55,758.129335743940002678,29868,893,22643807.00,2911,9.75,22.50,0.45
2-November-2018,773.00,783.60,751.35,757.10,766.417064811629655110,78489,1665,60155309.00,22225,28.32,32.25,-15.90
1-November-2018,763.70,786.00,749.60,765.85,774.733985578551725250,123982,3397,96053069.00,18283,14.75,36.40,2.15
31-October-2018,740.00,759.85,734.55,751.75,749.019278620906095182,44609,1399,33413001.00,4880,10.94,25.30,11.75
30-October-2018,740.00,765.45,723.75,746.80,744.886813724447469741,94022,3028,70035748.00,6645,7.07,41.70,6.80
29-October-2018,696.00,763.25,688.75,743.85,743.411795246841555802,179123,5597,133162151.00,8741,4.88,74.50,47.85
26-October-2018,628.00,701.70,622.75,689.60,677.125651283959806475,365432,12062,247443381.00,24405,6.68,78.95,61.60
25-October-2018,642.00,642.00,616.65,620.25,629.888236584172613323,59277,1759,37337885.00,7327,12.36,25.35,-21.75
24-October-2018,637.00,656.80,622.20,645.20,642.334474345435344670,54922,1671,35278294.00,11780,21.45,34.60,8.20
23-October-2018,627.50,632.45,604.15,619.90,611.135193574958813838,87408,1872,53418105.00,5369,6.14,28.30,-7.60
22-October-2018,643.25,644.05,623.45,627.30,634.559309849029475197,66768,1246,42368256.00,3997,5.99,20.60,-15.95
19-October-2018,612.55,648.00,612.55,642.20,635.861262095693080166,41027,1462,26087480.00,5392,13.14,35.45,29.65
17-October-2018,680.00,683.00,636.75,642.00,663.297052350453769875,80878,1642,53646139.00,12452,15.40,46.25,-38.00
16-October-2018,695.00,695.00,667.50,673.80,680.050718803910293271,34780,764,23652164.00,2783,8.00,27.50,-21.20
15-October-2018,671.95,676.25,659.05,672.25,669.095945425537767508,18177,678,12162157.00,2973,16.36,17.20,0.30
12-October-2018,637.00,668.95,637.00,661.25,657.846115708783036497,26221,860,17249383.00,4578,17.46,31.95,24.25
11-October-2018,634.95,647.00,619.30,633.50,640.196118854479451440,290069,1155,185701048.00,256496,88.43,27.70,-1.45
10-October-2018,604.00,658.30,602.05,650.50,635.461587115137003320,44269,1571,28131249.00,6845,15.46,56.25,46.50
9-October-2018,632.85,642.90,593.55,602.30,610.058013178379908474,63589,2121,38792979.00,7356,11.57,49.35,-30.55
8-October-2018,644.00,646.10,618.00,632.85,633.463858587132437942,47577,1656,30138310.00,5940,12.49,28.10,-11.15
5-October-2018,656.35,670.00,639.55,654.35,661.167286920214214395,66102,1483,43704480.00,26478,40.06,30.45,-2.00
4-October-2018,660.00,676.50,647.85,661.70,662.031076170971790975,75685,1677,50105822.00,32394,42.80,28.65,1.70
3-October-2018,679.90,689.05,659.35,665.95,677.011838280293757649,52288,1776,35399595.00,6051,11.57,29.70,-13.95
1-October-2018,666.20,673.65,630.20,668.15,653.886605252488850849,88796,2557,58062515.00,14239,16.04,43.45,1.95
28-September-2018,709.60,709.60,655.00,666.80,685.206459408143303734,52141,1776,35727350.00,7475,14.34,54.60,-42.80
27-September-2018,728.20,733.55,697.35,703.00,713.894539856130385156,37673,1216,26894549.00,6719,17.84,36.20,-25.20
26-September-2018,727.45,733.20,718.00,726.50,726.303155540428842320,20567,636,14937877.00,3924,19.08,15.20,-0.95
25-September-2018,730.90,730.90,702.45,720.60,714.874534548359579164,73853,2065,52795629.00,15251,20.65,28.45,-10.30
24-September-2018,755.30,755.30,721.15,729.15,732.316455463728191000,54450,1216,39874631.00,18027,33.11,34.15,-26.15
21-September-2018,792.80,792.80,697.50,749.90,751.440852382592111885,75506,1810,56738293.00,15615,20.68,95.30,-42.90
19-September-2018,786.80,795.70,773.00,774.50,785.445060061458236334,42956,902,33739578.00,5241,12.20,22.70,-12.30
18-September-2018,798.00,804.30,779.75,785.20,791.952132069350827235,27743,813,21971128.00,6886,24.82,24.55,-12.80
17-September-2018,792.00,807.20,779.70,798.10,795.244131666516773091,44476,1183,35369278.00,5710,12.84,27.50,6.10
14-September-2018,792.65,802.40,787.40,793.75,794.992782450556944760,35192,833,27977386.00,4988,14.17,15.00,1.10
12-September-2018,782.45,787.15,768.75,782.70,779.532041648776298840,37264,1001,29048482.00,10038,26.94,18.40,0.25
11-September-2018,792.75,798.90,775.10,778.70,786.238277794161014450,33910,946,26661340.00,6914,20.39,23.80,-14.05
10-September-2018,807.80,808.00,785.70,787.80,794.870816086667688691,19569,604,15554827.00,5741,29.34,22.30,-20.00
7-September-2018,792.05,810.50,789.40,807.70,803.942235193968138149,32892,1045,26443268.00,6203,18.86,21.10,15.65
6-September-2018,795.00,799.75,781.50,795.60,792.116035263283297593,25182,784,19947066.00,5054,20.07,18.25,0.60
5-September-2018,820.00,820.00,770.80,788.70,781.205883449535811490,80463,2098,62858169.00,9523,11.84,49.20,-31.30
4-September-2018,841.55,843.40,793.20,806.00,813.208874382080938527,42279,1151,34381658.00,13745,32.51,50.20,-35.55
3-September-2018,846.65,856.00,833.65,837.50,846.141146729398546399,28481,825,24098946.00,6764,23.75,22.35,-9.15
31-August-2018,849.00,853.35,836.00,842.25,844.175048062329252251,49415,1201,41714910.00,12545,25.39,17.35,-6.75
30-August-2018,829.95,850.00,825.00,845.30,839.879186938337540086,82011,2101,68879332.00,28655,34.94,25.00,15.35
29-August-2018,829.95,837.35,823.60,826.15,829.677586534804108025,42064,1009,34899558.00,10647,25.31,13.75,-3.80
28-August-2018,831.00,839.95,821.60,824.95,831.447455017800442605,103930,2570,86412334.00,27847,26.79,18.35,-6.05
27-August-2018,813.90,824.00,808.25,819.85,815.025126080691642651,99936,2426,81450351.00,27719,27.74,15.75,5.95
24-August-2018,813.00,823.75,802.60,805.85,814.656205359447877045,116206,2857,94667939.00,38099,32.79,21.15,-7.15
23-August-2018,787.95,815.70,787.05,802.95,806.238991842036010492,117799,2886,94974147.00,36236,30.76,28.65,15.00
21-August-2018,786.50,793.75,780.35,782.95,786.917632157359460567,26843,721,21123230.00,7673,28.58,13.40,-3.55
20-August-2018,800.00,802.55,774.00,779.00,788.638877011985710936,145006,2649,114357369.00,23420,16.15,28.55,-21.00
17-August-2018,775.65,801.00,760.00,794.80,780.296060813548900968,71563,1941,55840327.00,14609,20.41,41.00,19.15
16-August-2018,761.25,777.20,760.50,770.85,770.238659233384996183,43229,1112,33296647.00,7239,16.75,16.70,9.60
14-August-2018,783.55,792.55,756.00,762.40,768.772598499061913696,106600,1804,81951159.00,54138,50.79,36.55,-21.15
13-August-2018,784.00,797.35,778.40,784.75,789.390257369857971103,32599,928,25733333.00,8013,24.58,18.95,0.75
10-August-2018,791.00,800.00,782.15,789.25,793.056883411707475271,30835,873,24453909.00,6937,22.50,17.85,-1.75
9-August-2018,780.00,794.10,766.35,791.60,783.121970810404347677,58514,1735,45823599.00,11086,18.95,27.75,11.60
8-August-2018,799.85,799.85,777.05,780.00,783.382468035994445746,55453,1577,43440908.00,16717,30.15,22.80,-19.85
7-August-2018,822.40,822.40,792.95,798.30,801.336356440122130498,44215,1220,35431087.00,6999,15.83,29.45,-24.10
6-August-2018,819.90,822.80,810.00,812.75,815.637415675897282993,53662,1851,43768735.00,14523,27.06,12.80,-7.15
3-August-2018,795.00,810.45,795.00,803.95,803.171394704062361875,49774,1222,39977053.00,11581,23.27,15.45,8.95
2-August-2018,797.00,808.40,785.00,793.35,794.936843245585527028,64617,1713,51366434.00,8282,12.82,23.40,-3.65
1-August-2018,838.95,838.95,791.00,802.20,805.570345401139540644,113028,3311,91052005.00,23953,21.19,47.95,-36.75
31-July-2018,855.00,865.70,830.10,838.30,848.003205486005900645,125410,4023,106348082.00,18506,14.76,35.60,-16.70
30-July-2018,858.80,865.30,844.25,851.10,853.931606294905899609,40223,1025,34347691.00,8612,21.41,21.05,-7.70
27-July-2018,838.00,856.15,832.60,852.05,848.085776301681529328,38239,952,32429952.00,9755,25.51,23.55,14.05
26-July-2018,845.00,855.05,833.55,836.60,842.064508283112180093,37003,967,31158913.00,9083,24.55,21.50,-8.40
25-July-2018,840.00,854.00,830.25,843.75,843.391539188891623382,77203,1152,65112357.00,43475,56.31,23.75,3.75
24-July-2018,820.00,840.60,812.15,836.25,830.400286489997834668,60037,1558,49854742.00,11985,19.96,28.45,16.25
23-July-2018,801.00,826.35,787.00,818.45,810.073065767072324862,63436,1663,51387795.00,16195,25.53,39.35,17.45
20-July-2018,840.00,840.00,796.00,799.40,803.599130273871206513,54040,1458,43426497.00,19394,35.89,44.00,-40.60
19-July-2018,817.00,829.25,793.05,821.45,817.301689889178246240,52607,1576,42995790.00,12011,22.83,36.20,4.45
18-July-2018,843.55,848.10,801.75,818.25,820.915034329563812600,39616,1209,32521370.00,5702,14.39,46.35,-25.30
17-July-2018,840.05,855.65,830.00,838.00,842.253434412041804517,45641,1486,38441289.00,8157,17.87,25.65,-2.05
16-July-2018,886.90,886.90,823.00,829.45,846.752438144092396062,65111,2066,55132898.00,11697,17.96,63.90,-57.45
13-July-2018,900.00,908.55,880.70,885.25,890.611621429418039587,33748,952,30056361.00,5939,17.60,27.85,-14.75
12-July-2018,902.00,917.60,894.85,897.75,905.202145828771622509,45670,1174,41340582.00,6912,15.13,22.75,-4.25
11-July-2018,921.00,924.70,896.00,899.95,907.178079541937480656,25848,912,23448739.00,6388,24.71,28.70,-21.05
10-July-2018,903.00,939.80,902.55,927.00,928.912316548027067404,91032,2789,84560746.00,11248,12.36,37.25,24.00
9-July-2018,900.00,904.00,888.85,900.80,898.702743098294355547,22748,646,20443690.00,3925,17.25,15.15,0.80
6-July-2018,882.90,907.80,881.80,894.90,896.507658907248824026,49746,1337,44597670.00,10613,21.33,26.00,12.00
5-July-2018,894.15,902.00,880.10,883.35,890.771805529315448076,31758,984,28289131.00,9485,29.87,21.90,-10.80
4-July-2018,886.00,905.00,875.15,895.15,891.139526558374725913,44694,1523,39828590.00,5308,11.88,29.85,9.15
3-July-2018,892.00,903.15,884.00,892.45,893.511573708326749881,25316,920,22620139.00,6237,24.64,19.15,0.45
2-July-2018,918.00,921.65,877.00,893.15,896.744900119997176537,42501,1959,38112555.00,8152,19.18,44.65,-24.85
29-June-2018,902.70,922.00,897.00,916.65,907.452857759622729235,30111,850,27324313.00,5065,16.82,25.00,13.95
28-June-2018,902.10,922.90,889.35,893.70,905.717558695593440142,37013,1411,33523324.00,9662,26.10,33.55,-8.40
27-June-2018,955.00,955.85,901.10,909.30,922.540317444141550533,39251,1652,36210630.00,10997,28.02,54.75,-45.70
26-June-2018,954.65,963.15,943.70,952.95,953.537523122673098086,42707,1045,40722727.00,25258,59.14,19.45,-1.70
25-June-2018,952.20,967.00,950.60,956.00,957.227779871843196381,26530,619,25395253.00,15412,58.09,16.40,3.80
22-June-2018,955.45,967.95,934.20,962.40,952.883757933631525909,56563,1333,53897964.00,6929,12.25,33.75,6.95
21-June-2018,970.00,973.00,951.40,955.45,958.617961533594837403,31612,745,30303831.00,9784,30.95,21.60,-14.55
20-June-2018,961.20,973.45,956.80,969.05,967.054855381267567322,22058,658,21331296.00,4132,18.73,16.65,7.85
19-June-2018,980.10,991.50,954.00,963.10,965.221419636722397420,56761,1539,54786933.00,18530,32.65,37.50,-17.00
18-June-2018,985.00,995.15,978.45,987.65,987.454359912731367443,28418,755,28061478.00,6394,22.50,16.70,2.65
15-June-2018,995.70,1013.00,975.10,985.20,994.334511284234198056,62255,1745,61902295.00,22736,36.52,37.90,-10.50
14-June-2018,986.00,1004.55,983.25,999.50,998.076373973468098547,31660,899,31599098.00,7860,24.83,21.30,13.50
13-June-2018,993.00,1010.80,984.00,989.85,999.384151445558155008,46591,1266,46562307.00,12511,26.85,26.80,-3.15
12-June-2018,994.00,996.75,982.65,991.50,989.120955628144297942,41941,1337,41484722.00,15944,38.02,14.10,-2.50
11-June-2018,992.60,1005.50,981.00,986.85,995.571132282269623134,59305,1695,59042346.00,18273,30.81,24.50,-5.75
8-June-2018,971.00,993.85,963.10,984.35,977.743511754171522783,35179,945,34396039.00,3782,10.75,30.75,13.35
7-June-2018,984.60,992.00,974.00,979.90,982.116997734337952473,37958,1070,37279197.00,5845,15.40,18.00,-4.70
6-June-2018,957.80,979.65,945.00,975.40,965.381717481903926299,36472,1073,35209402.00,8769,24.04,34.65,17.60
5-June-2018,953.00,967.15,943.05,950.25,951.687464643439486206,30051,1240,28599160.00,5824,19.38,24.10,-2.75
4-June-2018,980.00,984.75,943.95,952.30,959.784143323208459894,35556,1164,34126085.00,7165,20.15,40.80,-27.70
1-June-2018,994.40,996.80,947.05,975.05,970.463293560433554968,43916,1402,42618866.00,5270,12.00,49.75,-19.35
31-May-2018,1019.00,1023.10,978.00,982.75,991.494182734632580138,115862,957,114876499.00,94062,81.18,45.10,-36.25
30-May-2018,1009.15,1025.00,998.85,1009.85,1012.584700899947061937,18890,664,19127725.00,2847,15.07,26.15,0.70
29-May-2018,1050.00,1050.00,998.60,1009.15,1019.321531840494923004,29742,1085,30316661.00,7939,26.69,51.40,-40.85
28-May-2018,1038.80,1064.00,1022.00,1055.05,1047.978404393163447892,32414,1077,33969172.00,5629,17.37,42.00,16.25
25-May-2018,999.20,1037.00,999.20,1027.50,1024.160326215056804789,21213,1262,21725513.00,4723,22.26,37.80,28.30
24-May-2018,1006.55,1009.45,975.05,994.20,987.977750247770069375,20180,858,19937391.00,3964,19.64,34.40,-12.35
23-May-2018,1015.00,1017.90,994.95,998.70,1003.805666877592631652,14223,580,14277128.00,2648,18.62,22.95,-16.30
22-May-2018,1010.70,1024.80,994.85,1012.50,1010.442867665111711269,20365,721,20577669.00,3432,16.85,29.95,1.80
21-May-2018,1046.00,1057.25,998.55,1008.00,1022.688551172788294743,26518,739,27119655.00,3680,13.88,58.70,-38.00
18-May-2018,1075.00,1075.00,1032.30,1044.90,1046.933581219014289880,13716,444,14359741.00,2782,20.28,42.70,-30.10
17-May-2018,1075.00,1078.00,1051.70,1067.00,1064.379203737899390073,71484,554,76086083.00,54679,76.49,26.30,-8.00
16-May-2018,1060.00,1078.95,1044.30,1069.40,1064.247121694369130417,25449,686,27084025.00,2689,10.57,34.65,9.40
15-May-2018,1073.00,1093.20,1050.00,1059.90,1069.554113880942650865,29364,1055,31406387.00,8911,30.35,43.20,-13.10
